id;contract_number;card_type;plastic_status;virtual_status;credit_limit;workflow_type;created_at;acquisition_channel;company_type;business_dni_type;business_website;business_foundation_year;city;department;bureau_score;banked_type1;banked_type2;hard_credit_check;number_saving_accounts;number_saving_accounts_alert;bureau_debt;bureau_debt_default;number_current_loans;number_current_loans_default;sherlock_anomaly;sherlock_distrust;sherlock_operator;sherlock_reactivate;sherlock_banked;sherlock_collection;emailage_eascore;onboarding_income;dian_income;lc_judicial_proceedings_against;number_shareholders;tier;os;economic_activity_description;economic_activity_group;number_employees;mora_ultimos_6meses;moroso
842;426;BUSINESS;ACTIVE;ACTIVE;30000;BUSINESS;4/12/21 11:42;FRIEND_OR_COLLEAGUE;SAS;NIT;tiene;2015;Bogotá;Bogotá;662;1;0;3;2;0;683;0;3;0;0.12;0;movistar;FALSE;1;0;625;247987;247987;0;2;5;Windows;Consultor√≠a empresarial;SERVICIOS;3;0;0
820;407;BUSINESS;ACTIVE;ACTIVE;5000;FAMILY_AND_FRIENDS;3/12/21 15:50;SOCIAL_NETWORKS;SAS;NIT;no tiene;2019;Bogotá;Bogotá;622;1;1;1;1;0;0;0;0;0;0.25;0.75;claro;FALSE;0;0;460;;;0;1;;Windows;;;57;0;0
787;420;BUSINESS;ACTIVE;ACTIVE;30000;BUSINESS;3/12/21 9:20;SOCIAL_NETWORKS;SAS;NIT;no tiene;2014;Medellín;Antioquia;697;1;1;2;1;0;82002;0;4;0;0.63;0;tigo;TRUE;1;1;444;486727;486727;0;2;5;Macintosh;Transporte y Log√≠stica;SERVICIOS;22;1;0
752;359;BUSINESS;ACTIVE;ACTIVE;2000;FAMILY_AND_FRIENDS;2/12/21 20:27;SOCIAL_NETWORKS;SAS;NIT;no tiene;2019;Bogotá;Bogotá;631;1;1;1;3;0;0;0;0;0;0.26;0.46;claro;FALSE;0;0;285;;;0;2;;Windows;;;73;15;0
701;394;BUSINESS;ACTIVE;ACTIVE;2000;FAMILY_AND_FRIENDS;2/12/21 13:58;SOCIAL_NETWORKS;SAS;NIT;tiene;2011;Medellín;Antioquia;700;0;0;1;2;0;0;0;0;0;0.52;0.74;claro;FALSE;0;0;607;;;0;1;;Windows;Software y servicios de internet;SERVICIOS;61;120;1
847;448;BUSINESS;ACTIVE;ACTIVE;5000;FAMILY_AND_FRIENDS;4/12/21 16:13;COMMUNICATION_MEDIA;SAS;NIT;no tiene;2014;Cali;Valle del cauca;802;1;1;3;3;0;0;0;0;0;0.58;0.52;claro;FALSE;0;0;383;;;0;2;;Windows;;;74;8;0
789;368;BUSINESS;ACTIVE;ACTIVE;20000;FAMILY_AND_FRIENDS;3/12/21 9:28;REFERRER;SAS;NIT;no tiene;2014;Medellín;Antioquia;640;1;1;3;2;0;0;0;0;0;0.53;0.61;claro;FALSE;0;0;508;;;0;1;;Windows;;;56;6;0
763;500;BUSINESS;ACTIVE;ACTIVE;10000;BUSINESS;2/12/21 21:13;EXTERNAL_ADVERTISING;SAS;NIT;tiene;2018;Bogotá;Bogotá;665;1;1;3;3;0;0;0;0;0;0.33;0.39;claro;FALSE;0;0;410;;;;1;;Windows;Software y servicios de internet;SERVICIOS;21;7;0
716;545;BUSINESS;ACTIVE;ACTIVE;5000;FAMILY_AND_FRIENDS;2/12/21 15:57;COMMUNICATION_MEDIA;SAS;NIT;no tiene;2015;Bogotá;Bogotá;657;1;1;2;1;0;0;0;0;0;0.54;0.66;claro;FALSE;0;0;647;;;0;2;;Windows;;;43;6;0
837;608;BUSINESS;ACTIVE;ACTIVE;10000;BUSINESS;4/12/21 8:20;SOCIAL_NETWORKS;SAS;NIT;tiene;2016;Bogotá;Bogotá;631;1;0;1;1;0;0;0;1;0;0.17;0;claro;TRUE;1;1;434;349892;349892;0;3;3;iPhone;Consultor√≠a empresarial;SERVICIOS;5;6;0
807;378;BUSINESS;SECURITY_LOCKED;SECURITY_LOCKED;580.983.195;FAMILY_AND_FRIENDS;3/12/21 11:51;COMMERCIAL_ALLY;SAS;NIT;no tiene;2019;Bogotá;Bogotá;706;0;0;3;1;0;0;0;0;0;0.26;0.31;claro;FALSE;0;0;364;;;;1;;Windows;Consultor√≠a empresarial;SERVICIOS;67;76;1
698;351;BUSINESS;ACTIVE;ACTIVE;5000;FAMILY_AND_FRIENDS;2/12/21 13:30;SOCIAL_NETWORKS;SAS;NIT;tiene;2016;Bogotá;Bogotá;557;1;1;2;1;0;0;0;0;0;0.55;0.47;claro;FALSE;0;0;681;;;0;1;;Windows;Materiales para construcci√≥n;MANUFACTURA;60;0;0
700;389;BUSINESS;SECURITY_LOCKED;SECURITY_LOCKED;5000;FAMILY_AND_FRIENDS;2/12/21 13:48;SOCIAL_NETWORKS;SAS;NIT;no tiene;2015;Ibagué;Tolima;719;0;0;1;1;0;0;0;0;0;0.39;0.55;claro;FALSE;0;0;489;;;0;2;;Windows;;;11;152;1
788;490;BUSINESS;CANCELED;CANCELED;10000;BUSINESS;3/12/21 9:21;COMMERCIAL_ALLY;SAS;NIT;tiene;2004;Medellín;Antioquia;681;1;1;1;4;0;1377310;0;24;0;0.11;0;tigo;FALSE;1;1;732;2959610;2959610;1;4;3;Windows;Software y servicios de internet;SERVICIOS;44;12;0
696;353;BUSINESS;PREVENTIVELY_LOCKED;PREVENTIVELY_LOCKED;2000;FAMILY_AND_FRIENDS;2/12/21 13:18;INTERNET;SAS;NIT;no tiene;2015;Pereira;Risaralda;691;1;1;2;2;0;0;0;0;0;0.7;0.57;claro;FALSE;0;0;559;;;;2;;Windows;;;42;6;0
741;432;BUSINESS;ACTIVE;ACTIVE;5000;CURRENT_CUSTOMER;2/12/21 18:10;INTERNET;SAS;NIT;tiene;2019;Bogotá;Bogotá;632;1;0;1;2;0;94726;0;2;0;0.29;0.32;claro;FALSE;0;0;506;176620;176620;0;2;1;Windows;Moda;COMERCIO;2;0;0
783;365;BUSINESS;ACTIVE;ACTIVE;10000;FAMILY_AND_FRIENDS;3/12/21 8:39;SOCIAL_NETWORKS;SAS;NIT;tiene;2017;Bogotá;Bogotá;818;1;1;3;2;0;0;0;0;0;0.57;0.39;claro;FALSE;0;0;665;;;0;1;;Windows;Software y servicios de internet;SERVICIOS;19;6;0
705;400;BUSINESS;SECURITY_LOCKED;SECURITY_LOCKED;651.627.118;FAMILY_AND_FRIENDS;2/12/21 14:50;INTERNET;SAS;NIT;no tiene;2015;Cali;Valle del cauca;630;0;0;2;1;0;0;0;0;0;0.3;0.5;claro;FALSE;0;0;729;;;;1;;Windows;;;41;80;1
870;616;BUSINESS;ACTIVE;ACTIVE;20000;CURRENT_CUSTOMER;5/12/21 21:41;COMMUNICATION_MEDIA;SAS;NIT;tiene;2017;Bogotá;Bogotá;660;1;1;3;3;0;163734;0;6;0;0.64;0.44;claro;FALSE;0;0;315;1227302;1227302;0;2;4;Windows;Moda;COMERCIO;5;0;0
894;480;BUSINESS;ACTIVE;ACTIVE;20000;CURRENT_CUSTOMER;6/12/21 14:52;FRIEND_OR_COLLEAGUE;SAS;NIT;no tiene;2015;Medellín;Antioquia;674;1;0;6;1;0;174292;0;2;0;0.36;0.47;claro;FALSE;0;0;747;878852;879764;0;4;4;Windows;Consultor√≠a empresarial;SERVICIOS;7;1;0
957;894;BUSINESS;ACTIVE;ACTIVE;10000;BUSINESS;6/12/21 16:11;REFERRER;SAS;NIT;no tiene;2012;Bogotá;Bogotá;647;1;1;2;3;0;0;0;0;0;0.11;0;claro;FALSE;1;1;474;100004;100004;0;2;3;iPhone;Software y servicios de internet;SERVICIOS;3;5;0
1030;530;BUSINESS;ACTIVE;ACTIVE;10000;BUSINESS;6/12/21 18:31;SOCIAL_NETWORKS;SAS;NIT;tiene;2017;Bogotá;Bogotá;650;1;0;1;3;0;27873;0;3;0;0.23;0;tigo;TRUE;1;1;337;347705;347705;0;3;3;Windows;Software y servicios de internet;SERVICIOS;8;0;0
868;414;BUSINESS;ACTIVE;ACTIVE;5000;FAMILY_AND_FRIENDS;5/12/21 20:16;EVENTS;SAS;NIT;no tiene;2015;Bogotá;Bogotá;671;1;1;1;3;0;0;0;0;0;0.69;0.56;claro;FALSE;0;0;299;;;2;1;;Windows;;;12;0;0
896;412;BUSINESS;CANCELED;CANCELED;2000;FAMILY_AND_FRIENDS;6/12/21 15:26;INTERNET;SAS;NIT;no tiene;2015;Bucaramanga;Santander;565;0;0;2;2;0;0;0;0;0;0.63;0.53;claro;FALSE;0;0;330;;;;3;;Windows;;;57;212;1
893;411;BUSINESS;ACTIVE;ACTIVE;5000;FAMILY_AND_FRIENDS;6/12/21 14:51;SOCIAL_NETWORKS;SAS;NIT;no tiene;2015;Sabaneta;Antioquia;728;1;1;3;2;0;0;0;0;0;0.5;0.74;claro;FALSE;0;0;457;;;;2;;Windows;;;69;1;0
1037;422;BUSINESS;ACTIVE;ACTIVE;5000;FAMILY_AND_FRIENDS;6/12/21 19:20;SOCIAL_NETWORKS;SAS;NIT;no tiene;2015;Bogotá;Bogotá;568;1;1;3;1;0;0;0;0;0;0.31;0.29;claro;FALSE;0;0;730;;;;2;;Windows;;;32;0;0
1028;419;BUSINESS;ACTIVE;ACTIVE;5000;FAMILY_AND_FRIENDS;6/12/21 18:27;SPECIALIZED_ARTICLE;SAS;NIT;tiene;2013;Bogotá;Bogotá;808;0;0;3;3;0;0;0;0;0;0.41;0.37;claro;FALSE;0;0;416;;;0;2;;Windows;Transporte y Log√≠stica;SERVICIOS;39;66;1
871;435;BUSINESS;ACTIVE;ACTIVE;5000;FAMILY_AND_FRIENDS;5/12/21 21:47;SOCIAL_NETWORKS;SAS;NIT;no tiene;2015;Barranquilla;Atlántico;760;1;1;1;2;0;0;0;0;0;0.58;0.31;claro;FALSE;0;0;269;;;;3;;Windows;;;65;0;0
901;437;BUSINESS;CANCELED;CANCELED;5000;FAMILY_AND_FRIENDS;6/12/21 15:36;SOCIAL_NETWORKS;SAS;NIT;no tiene;2020;Bogotá;Bogotá;799;0;0;1;3;0;0;0;0;0;0.47;0.62;claro;FALSE;0;0;336;;;;2;;Windows;Alimentos y bebidas;MANUFACTURA;43;303;1
886;449;BUSINESS;ACTIVE;ACTIVE;5000;FAMILY_AND_FRIENDS;6/12/21 13:01;INTERNET;SAS;NIT;tiene;2020;Santa marta;Magdalena;540;1;1;2;1;0;0;0;0;0;0.52;0.45;claro;FALSE;0;0;680;;;;3;;Windows;;;78;0;0
874;434;BUSINESS;ACTIVE;ACTIVE;2000;FAMILY_AND_FRIENDS;6/12/21 8:44;SOCIAL_NETWORKS;SAS;NIT;no tiene;2015;Bogotá;Bogotá;685;1;1;2;3;0;0;0;0;0;0.27;0.34;claro;FALSE;0;0;314;;;;2;;Windows;;;22;15;0
921;462;BUSINESS;ACTIVE;ACTIVE;10000;BUSINESS;6/12/21 15:52;SOCIAL_NETWORKS;SAS;NIT;tiene;2013;Bogotá;Bogotá;596;1;0;1;2;0;204000;0;3;0;0.23;0;claro;TRUE;1;1;283;191358;191376;0;1;3;Macintosh;Consultor√≠a empresarial;SERVICIOS;1;33;1
920;424;BUSINESS;PREVENTIVELY_LOCKED;PREVENTIVELY_LOCKED;5000;FAMILY_AND_FRIENDS;6/12/21 15:47;INTERNET;SAS;NIT;tiene;2019;Bogotá;Bogotá;594;1;1;2;1;0;0;0;0;0;0.33;0.34;claro;FALSE;0;0;329;;;;2;;Windows;Consultor√≠a empresarial;SERVICIOS;31;1;0
1015;503;BUSINESS;ACTIVE;ACTIVE;10000;BUSINESS;6/12/21 17:43;SOCIAL_NETWORKS;SAS;NIT;no tiene;2009;Barranquilla;Atlántico;756;1;1;1;4;0;8252;0;4;0;0.11;0;movistar;TRUE;1;1;408;30104;83295;0;2;3;Windows;Consultor√≠a empresarial;SERVICIOS;1;0;0
979;482;BUSINESS;ACTIVE;ACTIVE;10000;BUSINESS;6/12/21 16:27;COMMERCIAL_ALLY;SAS;NIT;no tiene;2019;Bogotá;Bogotá;615;1;0;1;1;0;0;0;1;0;0.16;0;movistar;FALSE;1;0;487;;;0;1;3;Windows;Materiales para construcci√≥n;MANUFACTURA;58;152;1
1014;525;BUSINESS;ACTIVE;ACTIVE;10000;BUSINESS;6/12/21 17:42;SOCIAL_NETWORKS;LTDA;NIT;tiene;1999;Cali;Valle del cauca;653;1;0;1;2;0;370;0;2;0;0.12;0;movistar;TRUE;1;1;305;461393;461393;1;6;3;Windows;Corretaje;SERVICIOS;7;0;0
917;543;BUSINESS;ACTIVE;ACTIVE;5000;BUSINESS;6/12/21 15:44;SOCIAL_NETWORKS;SAS;NIT;tiene;2016;Funza;Cundinamarca;612;1;1;5;3;0;131475;0;13;0;0.23;0;tigo;TRUE;1;1;663;1764480;1764480;0;2;2;Windows;Manufactura y procesamiento de qu√≠micos;MANUFACTURA;2;6;0
914;585;BUSINESS;ACTIVE;ACTIVE;10000;BUSINESS;6/12/21 15:43;SOCIAL_NETWORKS;SAS;NIT;tiene;2014;Bogotá;Bogotá;616;1;0;1;6;0;0;0;3;0;0.11;0;claro;TRUE;1;1;408;204874;509971;0;1;3;Windows;Corretaje;SERVICIOS;10;3;0
958;613;BUSINESS;ACTIVE;ACTIVE;10000;BUSINESS;6/12/21 16:12;SOCIAL_NETWORKS;SAS;NIT;tiene;2016;Bogotá;Bogotá;647;1;0;2;1;0;0;0;3;0;0.11;0;tigo;TRUE;1;1;552;50125;50125;0;2;3;Windows;Consultor√≠a empresarial;SERVICIOS;3;54;1
926;611;BUSINESS;ACTIVE;ACTIVE;10000;BUSINESS;6/12/21 15:58;SOCIAL_NETWORKS;SAS;NIT;tiene;2008;Bogotá;Bogotá;749;1;1;2;4;0;7435;0;3;0;0.11;0;movistar;TRUE;1;1;465;1969748;2007374;0;1;3;Linux;Consultor√≠a empresarial;SERVICIOS;6;3;0
902;520;BUSINESS;ACTIVE;ACTIVE;10000;BUSINESS;6/12/21 15:37;SOCIAL_NETWORKS;SAS;NIT;no tiene;2019;Bogotá;Bogotá;622;1;0;2;1;0;0;0;1;0;0.23;0;tigo;TRUE;1;1;682;121132;121132;0;2;3;Windows;Manufactura de materiales (metal, cemento, vidrio, acero, pl√°stico, caucho);MANUFACTURA;2;0;0
902;520;BUSINESS;LOST;LOST;10000;BUSINESS;6/12/21 15:37;SOCIAL_NETWORKS;SAS;NIT;no tiene;2019;Bogotá;Bogotá;622;1;0;2;1;0;0;0;1;0;0.23;0;tigo;TRUE;1;1;695;121132;121132;0;2;3;Windows;Manufactura de materiales (metal, cemento, vidrio, acero, pl√°stico, caucho);MANUFACTURA;2;0;0
891;410;BUSINESS;ACTIVE;ACTIVE;20000;FAMILY_AND_FRIENDS;6/12/21 14:35;FRIEND_OR_COLLEAGUE;SAS;NIT;no tiene;2015;Bogotá;Bogotá;663;1;1;1;2;0;0;0;0;0;0.4;0.46;claro;FALSE;0;0;431;;;;1;;Windows;;;70;0;0
2772;509;BUSINESS;ACTIVE;ACTIVE;5000;FAMILY_AND_FRIENDS;15/12/21 18:45;COMMERCIAL_ALLY;SAS;NIT;no tiene;2015;Bogotá;Bogotá;650;1;1;3;1;0;0;0;0;0;0.28;0.51;claro;FALSE;0;0;263;;;0;1;;Windows;;;29;0;0
2741;486;BUSINESS;ACTIVE;ACTIVE;2000;FAMILY_AND_FRIENDS;15/12/21 15:59;EXTERNAL_ADVERTISING;SAS;NIT;no tiene;2012;Bogotá;Bogotá;546;1;1;2;2;0;0;0;0;0;0.53;0.4;claro;FALSE;0;0;405;;;0;1;;Windows;;;40;0;0
1384;444;BUSINESS;ACTIVE;ACTIVE;2000;FAMILY_AND_FRIENDS;9/12/21 11:45;SOCIAL_NETWORKS;SAS;NIT;no tiene;2013;Cali;Valle del cauca;816;1;1;3;3;0;0;0;0;0;0.44;0.34;claro;FALSE;0;0;443;;;;2;;Windows;;;11;1;0
1185;431;BUSINESS;ACTIVE;ACTIVE;2000;FAMILY_AND_FRIENDS;7/12/21 17:41;SOCIAL_NETWORKS;SAS;NIT;no tiene;2013;Bogotá;Bogotá;791;1;1;2;3;0;0;0;0;0;0.34;0.33;claro;FALSE;0;0;440;;;0;2;;Windows;;;21;1;0
1174;429;BUSINESS;ACTIVE;ACTIVE;2000;FAMILY_AND_FRIENDS;7/12/21 16:26;FRIEND_OR_COLLEAGUE;SAS;NIT;no tiene;2013;Bogotá;Bogotá;718;1;1;2;2;0;0;0;0;0;0.66;0.27;claro;FALSE;0;0;547;;;;1;;Windows;;;36;12;0
1411;517;BUSINESS;ACTIVE;ACTIVE;10000;BUSINESS;9/12/21 16:00;INTERNET;LTDA;NIT;tiene;2004;Bogotá;Bogotá;685;1;1;1;2;0;2602;0;4;0;0.17;0;movistar;TRUE;1;1;372;779805;779805;0;3;3;Windows;Consultor√≠a empresarial;SERVICIOS;2;1;0
2907;515;BUSINESS;ACTIVE;ACTIVE;5000;FAMILY_AND_FRIENDS;16/12/21 21:18;GOOGLE_SEARCH;SAS;NIT;tiene;2020;Bucaramanga;Santander;695;0;0;3;1;0;0;0;0;0;0.29;0.42;claro;FALSE;0;0;613;;;;1;;Windows;;;35;16;1
1282;516;BUSINESS;ACTIVE;ACTIVE;10000;BUSINESS;8/12/21 15:59;FRIEND_OR_COLLEAGUE;SAS;NIT;no tiene;2012;Medellín;Antioquia;635;1;0;1;4;0;1143;0;1;0;0.23;0;claro;FALSE;1;1;526;814532;814532;0;1;3;iPhone;Consultor√≠a empresarial;SERVICIOS;2;0;0
1203;632;BUSINESS;CANCELED;CANCELED;10000;CURRENT_CUSTOMER;7/12/21 21:44;INTERNET;SAS;NIT;no tiene;2018;Bogotá;Bogotá;675;1;0;2;6;0;194582;0;7;0;0.47;0.32;claro;FALSE;0;0;559;436436;436436;0;2;3;Windows;Alimentos y bebidas;MANUFACTURA;5;426;1
1157;440;BUSINESS;ACTIVE;ACTIVE;5000;FAMILY_AND_FRIENDS;7/12/21 15:25;SOCIAL_NETWORKS;SAS;NIT;no tiene;2013;La estrella;Antioquia;538;1;1;2;1;0;0;0;0;0;0.63;0.45;claro;FALSE;0;0;366;;;;2;;Windows;;;28;3;0
1150;428;BUSINESS;CANCELED;CANCELED;2000;FAMILY_AND_FRIENDS;7/12/21 15:03;SOCIAL_NETWORKS;SAS;NIT;no tiene;2013;Soledad;Atlántico;573;0;0;2;2;0;0;0;0;0;0.48;0.34;claro;FALSE;0;0;498;;;;1;;Windows;;;58;484;1
1396;453;BUSINESS;CANCELED;CANCELED;2000;FAMILY_AND_FRIENDS;9/12/21 12:55;INTERNET;SAS;NIT;no tiene;2013;Bogotá;Bogotá;588;0;0;3;2;0;0;0;0;0;0.32;0.43;claro;FALSE;0;0;393;;;0;2;;Windows;;;10;243;1
1397;621;BUSINESS;SECURITY_LOCKED;SECURITY_LOCKED;5000;BUSINESS;9/12/21 13:13;SOCIAL_NETWORKS;SAS;NIT;no tiene;2007;Barranquilla;Atlántico;691;1;0;6;3;0;0;0;3;0;0.16;0.82;claro;TRUE;0;0;374;391562;391562;0;1;2;Windows;Veh√≠culos y autopartes;MANUFACTURA;3;0;0
3033;528;BUSINESS;ACTIVE;ACTIVE;5000;FAMILY_AND_FRIENDS;18/12/21 7:54;SOCIAL_NETWORKS;SAS;NIT;tiene;2019;Popayán;Cauca;582;1;1;3;1;0;0;0;0;0;0.68;0.36;claro;FALSE;0;0;553;;;;1;;Windows;Alimentos y bebidas;MANUFACTURA;44;0;0
2746;487;BUSINESS;CANCELED;CANCELED;5000;FAMILY_AND_FRIENDS;15/12/21 16:29;SOCIAL_NETWORKS;SAS;NIT;no tiene;2013;Medellín;Antioquia;824;0;0;1;3;0;0;0;0;0;0.34;0.28;claro;FALSE;0;0;692;;;0;1;;Windows;;;62;0;0
1594;475;BUSINESS;ACTIVE;ACTIVE;5000;FAMILY_AND_FRIENDS;10/12/21 17:43;INTERNET;SAS;NIT;no tiene;2018;Envigado;Antioquia;552;0;0;3;1;0;0;0;0;0;0.66;0.67;claro;FALSE;0;0;653;;;;1;;Windows;Publicidad;SERVICIOS;18;40;1
1598;459;BUSINESS;ACTIVE;ACTIVE;5000;FAMILY_AND_FRIENDS;10/12/21 19:47;SOCIAL_NETWORKS;SAS;NIT;no tiene;2019;Barranquilla;Atlántico;741;1;1;2;2;0;0;0;0;0;0.25;0.63;claro;FALSE;0;0;349;;;;1;;Windows;Veh√≠culos y autopartes;MANUFACTURA;38;0;0
2003;513;BUSINESS;ACTIVE;ACTIVE;10000;BUSINESS;12/12/21 21:09;COMMERCIAL_ALLY;OTHER;NIT;tiene;2010;Bogotá;Bogotá;622;1;0;3;2;0;0;0;0;0;0.23;0;wom;TRUE;1;1;739;270986;270986;0;1;3;Windows;Consultor√≠a empresarial;SERVICIOS;12;0;0
1800;546;BUSINESS;ACTIVE;ACTIVE;10000;BUSINESS;11/12/21 23:23;FRIEND_OR_COLLEAGUE;SAS;NIT;no tiene;2010;Bogotá;Bogotá;647;1;0;1;1;0;0;0;0;0;0.11;0;tigo;FALSE;1;1;389;908400;908400;0;1;3;Android;Actividades veterinarias;SERVICIOS;11;19;1
1601;534;BUSINESS;ACTIVE;ACTIVE;10000;BUSINESS;10/12/21 19:51;SOCIAL_NETWORKS;SAS;NIT;tiene;2010;Bogotá;Bogotá;617;1;1;1;3;0;0;0;0;0;0.23;0;claro;TRUE;1;1;509;558342;558342;0;1;3;Linux;Manufactura y procesamiento de qu√≠micos;MANUFACTURA;1;4;0
2055;624;BUSINESS;ACTIVE;ACTIVE;10000;BUSINESS;13/12/21 2:08;SOCIAL_NETWORKS;SAS;NIT;no tiene;2001;Bogotá;Bogotá;687;1;1;3;3;0;126779;0;17;0;0.19;0;movistar;TRUE;1;1;507;474769;474769;0;2;3;Windows;Tecnolog√≠a y suministros para empresa y hogar;COMERCIO;4;2;0
2053;642;BUSINESS;ACTIVE;ACTIVE;10000;BUSINESS;13/12/21 1:37;INTERNET;SAS;NIT;tiene;2019;Cali;Valle del cauca;627;1;0;1;1;0;0;0;2;0;0.11;0;claro;TRUE;1;0;276;54840;54840;0;2;3;Windows;Consultor√≠a empresarial;SERVICIOS;12;6;0
1758;675;BUSINESS;ACTIVE;ACTIVE;10000;BUSINESS;11/12/21 19:12;INTERNET;SAS;NIT;no tiene;2016;Bogotá;Bogotá;647;1;0;2;1;0;0;0;0;0;0.11;0;movistar;TRUE;1;1;474;17697;46952;0;1;3;Linux;Publicidad;SERVICIOS;15;0;0
7737;714;BUSINESS;CANCELED;CANCELED;5000;FAMILY_AND_FRIENDS;12/01/22 23:44;GOOGLE_SEARCH;SAS;NIT;no tiene;2018;Cúcuta;Norte de santander;799;0;0;3;3;0;0;0;0;0;0.35;0.26;claro;FALSE;0;0;363;;;;2;;Windows;Infraestructura;OTRAS INDUSTRIAS;20;273;1
7977;731;BUSINESS;CANCELED;CANCELED;2000;FAMILY_AND_FRIENDS;14/01/22 14:30;SOCIAL_NETWORKS;SAS;NIT;no tiene;2013;Medellín;Antioquia;737;0;0;3;3;0;0;0;0;0;0.4;0.69;claro;FALSE;0;0;254;;;;2;;Windows;;;77;365;1
2488;468;BUSINESS;CANCELED;CANCELED;20000;CURRENT_CUSTOMER;14/12/21 16:12;COMMERCIAL_ALLY;SAS;NIT;tiene;2016;Medellín;Antioquia;562;1;1;4;1;0;305060;0;6;0;0.39;0.6;claro;FALSE;0;0;461;1358127;1358127;0;1;4;Windows;Tecnolog√≠a y suministros para empresa y hogar;COMERCIO;3;0;0
2466;457;BUSINESS;ACTIVE;ACTIVE;30000;CURRENT_CUSTOMER;14/12/21 15:27;COMMERCIAL_ALLY;SAS;NIT;tiene;2015;Bogotá;Bogotá;661;1;1;3;1;0;140537;0;9;0;0.61;0.47;claro;FALSE;0;0;487;450092;441544;0;1;5;Windows;Consultor√≠a empresarial;SERVICIOS;8;3;0
2311;461;BUSINESS;ACTIVE;ACTIVE;30000;CURRENT_CUSTOMER;14/12/21 8:59;INTERNET;SAS;NIT;tiene;2016;Bogotá;Bogotá;578;1;1;1;2;0;0;0;0;0;0.54;0.69;claro;FALSE;0;0;254;;;;1;;Windows;Ingenier√≠a;SERVICIOS;15;1;0
2177;454;BUSINESS;ACTIVE;ACTIVE;5000;CURRENT_CUSTOMER;13/12/21 16:11;FRIEND_OR_COLLEAGUE;SAS;NIT;tiene;2019;Bogotá;Bogotá;591;1;0;3;1;0;25862;133;3;1;0.44;0.59;claro;FALSE;0;0;713;195678;;0;2;2;Windows;Alimentos y canasta familiar;COMERCIO;1;90;1
2336;478;BUSINESS;CANCELED;CANCELED;5000;FAMILY_AND_FRIENDS;14/12/21 10:32;INTERNET;SAS;NIT;tiene;2020;Barranquilla;Atlántico;667;0;0;1;1;0;0;0;0;0;0.65;0.38;claro;FALSE;0;0;367;;;;2;;Windows;;;31;394;1
2646;463;BUSINESS;ACTIVE;ACTIVE;5000;FAMILY_AND_FRIENDS;15/12/21 1:37;COMMUNICATION_MEDIA;SAS;NIT;no tiene;2013;Bogotá;Bogotá;706;1;1;1;1;0;0;0;0;0;0.31;0.63;claro;FALSE;0;0;476;;;0;1;;Windows;;;40;0;0
2380;481;BUSINESS;ACTIVE;ACTIVE;10000;FAMILY_AND_FRIENDS;14/12/21 12:59;SOCIAL_NETWORKS;SAS;NIT;tiene;2020;Medellín;Antioquia;536;1;1;1;2;0;0;0;0;0;0.71;0.61;claro;FALSE;0;0;711;;;;2;;Windows;Veh√≠culos y autopartes;MANUFACTURA;60;6;0
2544;507;BUSINESS;ACTIVE;ACTIVE;10000;BUSINESS;14/12/21 18:43;COMMUNICATION_MEDIA;SAS;NIT;tiene;2017;Bogotá;Bogotá;624;1;0;1;2;0;0;0;1;0;0.11;0;movistar;TRUE;1;1;718;96969;96969;0;1;3;Windows;Consultor√≠a empresarial;SERVICIOS;2;12;0
2557;499;BUSINESS;ACTIVE;ACTIVE;10000;BUSINESS;14/12/21 19:21;SOCIAL_NETWORKS;SAS;NIT;tiene;2013;Bogotá;Bogotá;653;1;0;1;1;0;3253;0;1;0;0.17;0.13;wom;TRUE;1;1;266;385000;385887;0;1;3;Windows;Ingenier√≠a;SERVICIOS;1;15;0
2473;483;BUSINESS;ACTIVE;ACTIVE;10000;BUSINESS;14/12/21 15:44;SOCIAL_NETWORKS;SAS;NIT;tiene;2016;Cali;Valle del cauca;691;1;1;3;4;0;29425;0;11;0;0.11;0;tigo;TRUE;1;1;534;1116671;1116671;0;1;3;Windows;Software y servicios de internet;SERVICIOS;11;13;0
2165;536;BUSINESS;SECURITY_LOCKED;SECURITY_LOCKED;30000;BUSINESS;13/12/21 15:01;NEWSPAPERS;SAS;NIT;tiene;2010;Bogotá;Bogotá;687;1;0;1;2;0;11997;0;1;0;0.11;0;claro;TRUE;1;1;561;578041;578041;0;1;5;Windows;Hogar, muebles, electrodom√©sticos y accesorios;COMERCIO;5;39;1
2353;527;BUSINESS;ACTIVE;ACTIVE;5000;FAMILY_AND_FRIENDS;14/12/21 11:31;SOCIAL_NETWORKS;SAS;NIT;tiene;2018;Pereira;Risaralda;689;1;1;1;3;0;0;0;0;0;0.43;0.69;claro;FALSE;0;0;532;;;;1;;Windows;Transporte y Log√≠stica;SERVICIOS;59;0;0
2118;580;BUSINESS;ACTIVE;ACTIVE;5000;CURRENT_CUSTOMER;13/12/21 10:44;DIRECTO;SA;NIT;no tiene;2000;Cali;Valle del cauca;674;1;1;3;8;0;188873;0;14;0;0.56;0.56;claro;FALSE;0;0;549;1160129;1160129;1;1;2;Windows;Transporte y Log√≠stica;SERVICIOS;15;34;1
